HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"30,30,30,30,30",0.0001,50000,0.0625,1,0.0696423,0.998359,1.068
"30,30,30,30,30",0.0001,50000,0.0625,2,0.0667601,0.997536,1.0643
"30,30,30,30,30",0.0001,50000,0.0625,3,0.0647822,0.996984,1.06177
"30,30,30,30,30",0.0001,50000,0.0625,4,0.0631893,0.996506,1.0597
"30,30,30,30,30",0.0001,50000,0.0625,5,0.0618213,0.996066,1.05789
"30,30,30,30,30",0.0001,50000,0.0625,6,0.0606041,0.995647,1.05625
"30,30,30,30,30",0.0001,50000,0.0625,7,0.0594969,0.995241,1.05474
"30,30,30,30,30",0.0001,50000,0.0625,8,0.0584745,0.994843,1.05332
"30,30,30,30,30",0.0001,50000,0.0625,9,0.0575198,0.994449,1.05197
"30,30,30,30,30",0.0001,50000,0.0625,10,0.0566208,0.994056,1.05068
"30,30,30,30,30",0.0001,50000,0.0625,11,0.0557685,0.993662,1.04943
"30,30,30,30,30",0.0001,50000,0.0625,12,0.0549563,0.993266,1.04822
"30,30,30,30,30",0.0001,50000,0.0625,13,0.0541786,0.992865,1.04704
"30,30,30,30,30",0.0001,50000,0.0625,14,0.0534313,0.992458,1.04589
"30,30,30,30,30",0.0001,50000,0.0625,15,0.0527108,0.992044,1.04476
"30,30,30,30,30",0.0001,50000,0.0625,16,0.0520144,0.991624,1.04364
"30,30,30,30,30",0.0001,50000,0.0625,17,0.0513397,0.991195,1.04253
"30,30,30,30,30",0.0001,50000,0.0625,18,0.0506846,0.990759,1.04144
"30,30,30,30,30",0.0001,50000,0.0625,19,0.0500476,0.990314,1.04036
"30,30,30,30,30",0.0001,50000,0.0625,20,0.0494271,0.98986,1.03929
"30,30,30,30,30",0.0001,50000,0.0625,21,0.048822,0.989398,1.03822
"30,30,30,30,30",0.0001,50000,0.0625,22,0.048231,0.988928,1.03716
"30,30,30,30,30",0.0001,50000,0.0625,23,0.0476533,0.988449,1.0361
"30,30,30,30,30",0.0001,50000,0.0625,24,0.047088,0.987962,1.03505
"30,30,30,30,30",0.0001,50000,0.0625,25,0.0465344,0.987466,1.034
"30,30,30,30,30",0.0001,50000,0.0625,26,0.0459919,0.986962,1.03295
