HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"30,30,30,30",0.001,3000,0.0783018,1,8.04491,0,8.04491
"30,30,30,30",0.001,3000,0.0783018,2,7.63312,0,7.63312
"30,30,30,30",0.001,3000,0.0783018,3,7.28498,0,7.28498
"30,30,30,30",0.001,3000,0.0783018,4,6.88468,0,6.88468
"30,30,30,30",0.001,3000,0.0783018,5,6.37192,0,6.37192
"30,30,30,30",0.001,3000,0.0783018,6,5.69901,0,5.69901
"30,30,30,30",0.001,3000,0.0783018,7,4.84248,0,4.84248
"30,30,30,30",0.001,3000,0.0783018,8,3.81844,0,3.81844
"30,30,30,30",0.001,3000,0.0783018,9,2.70296,0,2.70296
"30,30,30,30",0.001,3000,0.0783018,10,1.66135,0,1.66135
"30,30,30,30",0.001,3000,0.0783018,11,0.920007,0,0.920007
"30,30,30,30",0.001,3000,0.0783018,12,0.581106,0,0.581106
"30,30,30,30",0.001,3000,0.0783018,13,0.485226,0,0.485226
"30,30,30,30",0.001,3000,0.0783018,14,0.438178,0,0.438178
"30,30,30,30",0.001,3000,0.0783018,15,0.411149,0,0.411149
"30,30,30,30",0.001,3000,0.0783018,16,0.391082,0,0.391082
"30,30,30,30",0.001,3000,0.0783018,17,0.374144,0,0.374144
"30,30,30,30",0.001,3000,0.0783018,18,0.359068,0,0.359068
"30,30,30,30",0.001,3000,0.0783018,19,0.345339,0,0.345339
"30,30,30,30",0.001,3000,0.0783018,20,0.332689,0,0.332689
"30,30,30,30",0.001,3000,0.0783018,21,0.320936,0,0.320936
"30,30,30,30",0.001,3000,0.0783018,22,0.309946,0,0.309946
"30,30,30,30",0.001,3000,0.0783018,23,0.299615,0,0.299615
"30,30,30,30",0.001,3000,0.0783018,24,0.289864,0,0.289864
"30,30,30,30",0.001,3000,0.0783018,25,0.280629,0,0.280629
"30,30,30,30",0.001,3000,0.0783018,26,0.271859,0,0.271859
"30,30,30,30",0.001,3000,0.0783018,27,0.263514,0,0.263514
"30,30,30,30",0.001,3000,0.0783018,28,0.255557,0,0.255557
"30,30,30,30",0.001,3000,0.0783018,29,0.24796,0,0.24796
"30,30,30,30",0.001,3000,0.0783018,30,0.240696,0,0.240696
"30,30,30,30",0.001,3000,0.0783018,31,0.233741,0,0.233741
"30,30,30,30",0.001,3000,0.0783018,32,0.227076,0,0.227076
