HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,1,6.8929,0,6.8929
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,2,6.8587,0,6.8587
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,3,6.83448,0,6.83448
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,4,6.81462,0,6.81462
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,5,6.79731,0,6.79731
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,6,6.78174,0,6.78174
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,7,6.76742,0,6.76742
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,8,6.75406,0,6.75406
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,9,6.74148,0,6.74148
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,10,6.72951,0,6.72951
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,11,6.71807,0,6.71807
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,12,6.70707,0,6.70707
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,13,6.69644,0,6.69644
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,14,6.68615,0,6.68615
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,15,6.67614,0,6.67614
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,16,6.66638,0,6.66638
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,17,6.65685,0,6.65685
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,18,6.64752,0,6.64752
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,19,6.63836,0,6.63836
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,20,6.62936,0,6.62936
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,21,6.62051,0,6.62051
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,22,6.61178,0,6.61178
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,23,6.60318,0,6.60318
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,24,6.59467,0,6.59467
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,25,6.58626,0,6.58626
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,26,6.57794,0,6.57794
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,27,6.56969,0,6.56969
