HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"30,30,30,30,30,30",0.0001,3000,0.0783018,1,6.95581,0,6.95581
"30,30,30,30,30,30",0.0001,3000,0.0783018,2,6.91846,0,6.91846
"30,30,30,30,30,30",0.0001,3000,0.0783018,3,6.89195,0,6.89195
"30,30,30,30,30,30",0.0001,3000,0.0783018,4,6.87016,0,6.87016
"30,30,30,30,30,30",0.0001,3000,0.0783018,5,6.85114,0,6.85114
"30,30,30,30,30,30",0.0001,3000,0.0783018,6,6.83398,0,6.83398
"30,30,30,30,30,30",0.0001,3000,0.0783018,7,6.81817,0,6.81817
"30,30,30,30,30,30",0.0001,3000,0.0783018,8,6.8034,0,6.8034
"30,30,30,30,30,30",0.0001,3000,0.0783018,9,6.78945,0,6.78945
"30,30,30,30,30,30",0.0001,3000,0.0783018,10,6.77617,0,6.77617
"30,30,30,30,30,30",0.0001,3000,0.0783018,11,6.76345,0,6.76345
"30,30,30,30,30,30",0.0001,3000,0.0783018,12,6.75119,0,6.75119
"30,30,30,30,30,30",0.0001,3000,0.0783018,13,6.73934,0,6.73934
"30,30,30,30,30,30",0.0001,3000,0.0783018,14,6.72783,0,6.72783
"30,30,30,30,30,30",0.0001,3000,0.0783018,15,6.71663,0,6.71663
"30,30,30,30,30,30",0.0001,3000,0.0783018,16,6.70569,0,6.70569
"30,30,30,30,30,30",0.0001,3000,0.0783018,17,6.69499,0,6.69499
"30,30,30,30,30,30",0.0001,3000,0.0783018,18,6.68449,0,6.68449
"30,30,30,30,30,30",0.0001,3000,0.0783018,19,6.67418,0,6.67418
"30,30,30,30,30,30",0.0001,3000,0.0783018,20,6.66403,0,6.66403
"30,30,30,30,30,30",0.0001,3000,0.0783018,21,6.65402,0,6.65402
"30,30,30,30,30,30",0.0001,3000,0.0783018,22,6.64414,0,6.64414
"30,30,30,30,30,30",0.0001,3000,0.0783018,23,6.63437,0,6.63437
"30,30,30,30,30,30",0.0001,3000,0.0783018,24,6.62471,0,6.62471
"30,30,30,30,30,30",0.0001,3000,0.0783018,25,6.61513,0,6.61513
"30,30,30,30,30,30",0.0001,3000,0.0783018,26,6.60563,0,6.60563
"30,30,30,30,30,30",0.0001,3000,0.0783018,27,6.5962,0,6.5962
"30,30,30,30,30,30",0.0001,3000,0.0783018,28,6.58683,0,6.58683
"30,30,30,30,30,30",0.0001,3000,0.0783018,29,6.57751,0,6.57751
"30,30,30,30,30,30",0.0001,3000,0.0783018,30,6.56823,0,6.56823
"30,30,30,30,30,30",0.0001,3000,0.0783018,31,6.55899,0,6.55899
"30,30,30,30,30,30",0.0001,3000,0.0783018,32,6.54978,0,6.54978
"30,30,30,30,30,30",0.0001,3000,0.0783018,33,6.54059,0,6.54059
