HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"10,10,10,10",0.001,3000,0.0783018,1,7.26451,0,7.26451
"10,10,10,10",0.001,3000,0.0783018,2,7.06617,0,7.06617
"10,10,10,10",0.001,3000,0.0783018,3,6.92785,0,6.92785
"10,10,10,10",0.001,3000,0.0783018,4,6.81234,0,6.81234
"10,10,10,10",0.001,3000,0.0783018,5,6.70831,0,6.70831
"10,10,10,10",0.001,3000,0.0783018,6,6.6106,0,6.6106
"10,10,10,10",0.001,3000,0.0783018,7,6.51634,0,6.51634
"10,10,10,10",0.001,3000,0.0783018,8,6.42374,0,6.42374
"10,10,10,10",0.001,3000,0.0783018,9,6.33159,0,6.33159
"10,10,10,10",0.001,3000,0.0783018,10,6.23902,0,6.23902
"10,10,10,10",0.001,3000,0.0783018,11,6.14534,0,6.14534
"10,10,10,10",0.001,3000,0.0783018,12,6.04991,0,6.04991
"10,10,10,10",0.001,3000,0.0783018,13,5.95214,0,5.95214
"10,10,10,10",0.001,3000,0.0783018,14,5.85151,0,5.85151
"10,10,10,10",0.001,3000,0.0783018,15,5.74747,0,5.74747
"10,10,10,10",0.001,3000,0.0783018,16,5.63951,0,5.63951
"10,10,10,10",0.001,3000,0.0783018,17,5.52711,0,5.52711
"10,10,10,10",0.001,3000,0.0783018,18,5.40971,0,5.40971
"10,10,10,10",0.001,3000,0.0783018,19,5.28676,0,5.28676
"10,10,10,10",0.001,3000,0.0783018,20,5.15771,0,5.15771
"10,10,10,10",0.001,3000,0.0783018,21,5.02205,0,5.02205
"10,10,10,10",0.001,3000,0.0783018,22,4.87931,0,4.87931
"10,10,10,10",0.001,3000,0.0783018,23,4.72906,0,4.72906
"10,10,10,10",0.001,3000,0.0783018,24,4.57099,0,4.57099
"10,10,10,10",0.001,3000,0.0783018,25,4.40497,0,4.40497
"10,10,10,10",0.001,3000,0.0783018,26,4.23113,0,4.23113
"10,10,10,10",0.001,3000,0.0783018,27,4.04997,0,4.04997
"10,10,10,10",0.001,3000,0.0783018,28,3.86236,0,3.86236
"10,10,10,10",0.001,3000,0.0783018,29,3.66961,0,3.66961
"10,10,10,10",0.001,3000,0.0783018,30,3.47341,0,3.47341
"10,10,10,10",0.001,3000,0.0783018,31,3.27578,0,3.27578
"10,10,10,10",0.001,3000,0.0783018,32,3.079,0,3.079
"10,10,10,10",0.001,3000,0.0783018,33,2.88546,0,2.88546
"10,10,10,10",0.001,3000,0.0783018,34,2.69752,0,2.69752
"10,10,10,10",0.001,3000,0.0783018,35,2.51734,0,2.51734
"10,10,10,10",0.001,3000,0.0783018,36,2.34675,0,2.34675
"10,10,10,10",0.001,3000,0.0783018,37,2.18714,0,2.18714
"10,10,10,10",0.001,3000,0.0783018,38,2.03937,0,2.03937
"10,10,10,10",0.001,3000,0.0783018,39,1.90377,0,1.90377
"10,10,10,10",0.001,3000,0.0783018,40,1.78019,0,1.78019
"10,10,10,10",0.001,3000,0.0783018,41,1.66807,0,1.66807
"10,10,10,10",0.001,3000,0.0783018,42,1.56663,0,1.56663
"10,10,10,10",0.001,3000,0.0783018,43,1.47494,0,1.47494
"10,10,10,10",0.001,3000,0.0783018,44,1.39203,0,1.39203
"10,10,10,10",0.001,3000,0.0783018,45,1.31696,0,1.31696
"10,10,10,10",0.001,3000,0.0783018,46,1.24888,0,1.24888
"10,10,10,10",0.001,3000,0.0783018,47,1.18701,0,1.18701
"10,10,10,10",0.001,3000,0.0783018,48,1.13071,0,1.13071
"10,10,10,10",0.001,3000,0.0783018,49,1.07941,0,1.07941
"10,10,10,10",0.001,3000,0.0783018,50,1.03263,0,1.03263
"10,10,10,10",0.001,3000,0.0783018,51,0.989929,0,0.989929
"10,10,10,10",0.001,3000,0.0783018,52,0.950954,0,0.950954
"10,10,10,10",0.001,3000,0.0783018,53,0.915368,0,0.915368
"10,10,10,10",0.001,3000,0.0783018,54,0.882872,0,0.882872
"10,10,10,10",0.001,3000,0.0783018,55,0.853192,0,0.853192
"10,10,10,10",0.001,3000,0.0783018,56,0.826074,0,0.826074
"10,10,10,10",0.001,3000,0.0783018,57,0.801288,0,0.801288
"10,10,10,10",0.001,3000,0.0783018,58,0.778617,0,0.778617
"10,10,10,10",0.001,3000,0.0783018,59,0.757866,0,0.757866
"10,10,10,10",0.001,3000,0.0783018,60,0.738852,0,0.738852
"10,10,10,10",0.001,3000,0.0783018,61,0.721407,0,0.721407
"10,10,10,10",0.001,3000,0.0783018,62,0.705379,0,0.705379
"10,10,10,10",0.001,3000,0.0783018,63,0.690628,0,0.690628
"10,10,10,10",0.001,3000,0.0783018,64,0.677027,0,0.677027
"10,10,10,10",0.001,3000,0.0783018,65,0.664461,0,0.664461
"10,10,10,10",0.001,3000,0.0783018,66,0.652824,0,0.652824
"10,10,10,10",0.001,3000,0.0783018,67,0.642022,0,0.642022
"10,10,10,10",0.001,3000,0.0783018,68,0.631969,0,0.631969
"10,10,10,10",0.001,3000,0.0783018,69,0.622588,0,0.622588
"10,10,10,10",0.001,3000,0.0783018,70,0.613809,0,0.613809
"10,10,10,10",0.001,3000,0.0783018,71,0.605571,0,0.605571
"10,10,10,10",0.001,3000,0.0783018,72,0.597816,0,0.597816
"10,10,10,10",0.001,3000,0.0783018,73,0.590495,0,0.590495
"10,10,10,10",0.001,3000,0.0783018,74,0.583562,0,0.583562
"10,10,10,10",0.001,3000,0.0783018,75,0.576978,0,0.576978
"10,10,10,10",0.001,3000,0.0783018,76,0.570706,0,0.570706
"10,10,10,10",0.001,3000,0.0783018,77,0.564714,0,0.564714
"10,10,10,10",0.001,3000,0.0783018,78,0.558974,0,0.558974
"10,10,10,10",0.001,3000,0.0783018,79,0.553459,0,0.553459
"10,10,10,10",0.001,3000,0.0783018,80,0.548146,0,0.548146
"10,10,10,10",0.001,3000,0.0783018,81,0.543016,0,0.543016
"10,10,10,10",0.001,3000,0.0783018,82,0.53805,0,0.53805
"10,10,10,10",0.001,3000,0.0783018,83,0.533232,0,0.533232
"10,10,10,10",0.001,3000,0.0783018,84,0.528548,0,0.528548
"10,10,10,10",0.001,3000,0.0783018,85,0.523984,0,0.523984
"10,10,10,10",0.001,3000,0.0783018,86,0.51953,0,0.51953
"10,10,10,10",0.001,3000,0.0783018,87,0.515175,0,0.515175
"10,10,10,10",0.001,3000,0.0783018,88,0.51091,0,0.51091
"10,10,10,10",0.001,3000,0.0783018,89,0.506726,0,0.506726
"10,10,10,10",0.001,3000,0.0783018,90,0.502618,0,0.502618
"10,10,10,10",0.001,3000,0.0783018,91,0.498578,0,0.498578
"10,10,10,10",0.001,3000,0.0783018,92,0.494601,0,0.494601
"10,10,10,10",0.001,3000,0.0783018,93,0.490681,0,0.490681
"10,10,10,10",0.001,3000,0.0783018,94,0.486814,0,0.486814
"10,10,10,10",0.001,3000,0.0783018,95,0.482996,0,0.482996
"10,10,10,10",0.001,3000,0.0783018,96,0.479223,0,0.479223
"10,10,10,10",0.001,3000,0.0783018,97,0.475492,0,0.475492
"10,10,10,10",0.001,3000,0.0783018,98,0.471799,0,0.471799
"10,10,10,10",0.001,3000,0.0783018,99,0.468143,0,0.468143
"10,10,10,10",0.001,3000,0.0783018,100,0.464519,0,0.464519
"10,10,10,10",0.001,3000,0.0783018,101,0.460928,0,0.460928
"10,10,10,10",0.001,3000,0.0783018,102,0.457365,0,0.457365
"10,10,10,10",0.001,3000,0.0783018,103,0.45383,0,0.45383
"10,10,10,10",0.001,3000,0.0783018,104,0.45032,0,0.45032
"10,10,10,10",0.001,3000,0.0783018,105,0.446835,0,0.446835
"10,10,10,10",0.001,3000,0.0783018,106,0.443373,0,0.443373
"10,10,10,10",0.001,3000,0.0783018,107,0.439931,0,0.439931
"10,10,10,10",0.001,3000,0.0783018,108,0.436511,0,0.436511
"10,10,10,10",0.001,3000,0.0783018,109,0.433109,0,0.433109
"10,10,10,10",0.001,3000,0.0783018,110,0.429726,0,0.429726
"10,10,10,10",0.001,3000,0.0783018,111,0.42636,0,0.42636
"10,10,10,10",0.001,3000,0.0783018,112,0.423011,0,0.423011
"10,10,10,10",0.001,3000,0.0783018,113,0.419677,0,0.419677
"10,10,10,10",0.001,3000,0.0783018,114,0.416358,0,0.416358
"10,10,10,10",0.001,3000,0.0783018,115,0.413054,0,0.413054
"10,10,10,10",0.001,3000,0.0783018,116,0.409763,0,0.409763
"10,10,10,10",0.001,3000,0.0783018,117,0.406486,0,0.406486
"10,10,10,10",0.001,3000,0.0783018,118,0.403222,0,0.403222
"10,10,10,10",0.001,3000,0.0783018,119,0.399969,0,0.399969
"10,10,10,10",0.001,3000,0.0783018,120,0.396729,0,0.396729
