HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,1,7.83159,0,7.83159
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,2,7.80523,0,7.80523
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,3,7.78658,0,7.78658
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,4,7.77131,0,7.77131
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,5,7.75802,0,7.75802
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,6,7.74609,0,7.74609
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,7,7.73515,0,7.73515
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,8,7.72497,0,7.72497
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,9,7.71541,0,7.71541
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,10,7.70634,0,7.70634
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,11,7.6977,0,7.6977
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,12,7.68942,0,7.68942
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,13,7.68145,0,7.68145
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,14,7.67375,0,7.67375
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,15,7.66629,0,7.66629
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,16,7.65905,0,7.65905
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,17,7.652,0,7.652
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,18,7.64512,0,7.64512
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,19,7.63839,0,7.63839
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,20,7.63181,0,7.63181
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,21,7.62536,0,7.62536
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,22,7.61903,0,7.61903
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,23,7.61281,0,7.61281
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,24,7.6067,0,7.6067
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,25,7.60068,0,7.60068
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,26,7.59475,0,7.59475
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,27,7.5889,0,7.5889
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,28,7.58313,0,7.58313
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,29,7.57743,0,7.57743
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,30,7.5718,0,7.5718
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,31,7.56623,0,7.56623
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,32,7.56072,0,7.56072
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,33,7.55527,0,7.55527
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,34,7.54987,0,7.54987
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,35,7.54452,0,7.54452
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,36,7.53922,0,7.53922
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,37,7.53396,0,7.53396
"20,20,20,20,20,20,20",0.0001,3000,0.0783018,38,7.52875,0,7.52875
